Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
301,Delcatty,Normal,,"['Cute Charm', 'Normalize', 'Wonder Skin']",70,65,65,55,55,90,400,66.66666667,11.78511302,3,Fast,800000,1,60,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
302,Sableye,Dark,Ghost,"['Keen Eye', 'Prankster', 'Stall']",50,75,75,65,65,50,380,63.33333333,10.27402334,3,Medium Slow,1059860,1,45,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
302,Mega Sableye,Dark,Ghost,['Magic Bounce'],50,85,125,85,115,20,480,80,36.05551275,6,Medium Slow,1059860,1,45,0,1,0,0,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
303,Mawile,Steel,Fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,380,63.33333333,15.45603083,3,Fast,800000,1,45,0,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
303,Mega Mawile,Steel,Fairy,['Huge Power'],50,105,125,55,95,50,480,80,29.72092417,6,Fast,800000,1,45,0,1,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
304,Aron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",50,70,100,40,40,30,330,55,23.62907813,3,Slow,1250000,0,180,0,0,0,0,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",60,90,140,50,50,40,430,71.66666667,34.35921355,3,Slow,1250000,0,90,0,0,0,0,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",70,110,180,60,60,50,530,88.33333333,45.24623987,3,Slow,1250000,1,45,0,0,0,0,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Mega Aggron,Steel,,['Filter'],70,140,230,60,80,50,630,105,62.91528696,6,Slow,1250000,1,45,0,1,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
307,Meditite,Fighting,Psychic,"['Pure Power', 'Telepathy']",30,40,55,40,55,60,280,46.66666667,10.67187373,3,Medium Fast,1000000,0,180,0,0,0,0,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Medicham,Fighting,Psychic,"['Pure Power', 'Telepathy']",60,60,75,60,75,80,410,68.33333333,8.498365856,3,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Mega Medicham,Fighting,Psychic,['Pure Power'],60,100,85,80,85,100,510,85,13.54006401,6,Medium Fast,1000000,1,90,0,1,0,0,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
309,Electrike,Electric,,"['Lightning Rod', 'Minus', 'Static']",40,45,40,65,40,65,295,49.16666667,11.33455876,3,Slow,1250000,0,120,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Manectric,Electric,,"['Lightning Rod', 'Minus', 'Static']",70,75,60,105,60,105,475,79.16666667,19.02118702,3,Slow,1250000,1,45,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Mega Manectric,Electric,,['Intimidate'],70,75,80,135,80,135,575,95.83333333,27.90111507,6,Slow,1250000,1,45,0,1,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
311,Plusle,Electric,,"['Lightning Rod', 'Plus']",60,50,40,85,75,95,405,67.5,19.31105038,3,Medium Fast,1000000,1,200,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
312,Minun,Electric,,"['Minus', 'Volt Absorb']",60,40,50,75,85,95,405,67.5,19.31105038,3,Medium Fast,1000000,1,200,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
313,Volbeat,Bug,,"['Illuminate', 'Prankster', 'Swarm']",65,73,75,47,85,85,430,71.66666667,13.04692386,3,Erratic,600000,1,150,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
314,Illumise,Bug,,"['Oblivious', 'Prankster', 'Tinted Lens']",65,47,75,73,85,85,430,71.66666667,13.04692386,3,Fluctuating,1640000,1,150,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
315,Roselia,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",50,60,45,100,80,65,400,66.66666667,18.63389981,3,Medium Slow,1059860,0,150,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
316,Gulpin,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",70,43,53,43,53,40,302,50.33333333,10.12697169,3,Fluctuating,1640000,0,225,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
317,Swalot,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",100,73,83,73,83,55,467,77.83333333,13.61881868,3,Fluctuating,1640000,1,75,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
318,Carvanha,Water,Dark,"['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,305,50.83333333,25.39958442,3,Slow,1250000,0,225,0,0,0,0,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,Water,Dark,"['Rough Skin', 'Speed Boost']",70,120,40,95,40,95,460,76.66666667,29.67415636,3,Slow,1250000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Mega Sharpedo,Water,Dark,['Strong Jaw'],70,140,70,110,65,105,560,93.33333333,27.33536578,6,Slow,1250000,1,60,0,1,0,0,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
320,Wailmer,Water,,"['Oblivious', 'Pressure', 'Water Veil']",130,70,35,70,35,60,400,66.66666667,31.84162196,3,Fluctuating,1640000,0,125,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
321,Wailord,Water,,"['Oblivious', 'Pressure', 'Water Veil']",170,90,45,90,45,60,500,83.33333333,42.97932319,3,Fluctuating,1640000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
322,Numel,Fire,Ground,"['Oblivious', 'Own Tempo', 'Simple']",60,60,40,65,45,35,305,50.83333333,11.33455876,3,Medium Fast,1000000,0,255,0,0,0,0,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Camerupt,Fire,Ground,"['Anger Point', 'Magma Armor', 'Solid Rock']",70,100,70,105,75,40,460,76.66666667,21.53807997,3,Medium Fast,1000000,1,150,0,0,0,0,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Mega Camerupt,Fire,Ground,['Sheer Force'],70,120,100,145,105,20,560,93.33333333,39.75620147,6,Medium Fast,1000000,1,150,0,1,0,0,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
324,Torkoal,Fire,,"['Drought', 'Shell Armor', 'White Smoke']",70,85,140,85,70,20,470,78.33333333,35.19785347,3,Medium Fast,1000000,1,90,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
325,Spoink,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",60,25,35,70,80,60,330,55,19.14854216,3,Fast,800000,0,255,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
326,Grumpig,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",80,45,65,90,110,80,470,78.33333333,20.13840996,3,Fast,800000,1,60,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
327,Spinda,Normal,,"['Contrary', 'Own Tempo', 'Tangled Feet']",60,60,60,60,60,60,360,60,0,3,Fast,800000,1,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
328,Trapinch,Ground,,"['Arena Trap', 'Hyper Cutter', 'Sheer Force']",45,100,45,45,45,10,290,48.33333333,26.40496586,3,Medium Slow,1059860,0,255,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
329,Vibrava,Ground,Dragon,['Levitate'],50,70,50,50,50,70,340,56.66666667,9.428090416,3,Medium Slow,1059860,0,120,0,0,0,0,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
330,Flygon,Ground,Dragon,['Levitate'],80,100,80,80,80,100,520,86.66666667,9.428090416,3,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
331,Cacnea,Grass,,"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,335,55.83333333,21.09831484,3,Medium Slow,1059860,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,Cacturne,Grass,Dark,"['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,475,79.16666667,25.72558173,3,Medium Slow,1059860,1,60,0,0,0,0,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,Swablu,Normal,Flying,"['Cloud Nine', 'Natural Cure']",45,40,60,40,75,50,310,51.66666667,12.47219129,3,Erratic,600000,0,255,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
334,Altaria,Dragon,Flying,"['Cloud Nine', 'Natural Cure']",75,70,90,70,105,80,490,81.66666667,12.47219129,3,Erratic,600000,1,45,0,0,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
334,Mega Altaria,Dragon,Fairy,['Pixilate'],75,110,110,110,105,80,590,98.33333333,14.90711985,6,Erratic,600000,1,45,0,1,0,0,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
335,Zangoose,Normal,,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,458,76.33333333,20.3851798,3,Erratic,600000,1,90,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
336,Seviper,Poison,,"['Infiltrator', 'Shed Skin']",73,100,60,100,60,65,458,76.33333333,17.28840331,3,Fluctuating,1640000,1,90,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
337,Lunatone,Rock,Psychic,['Levitate'],90,55,65,95,85,70,460,76.66666667,14.33720878,3,Fast,800000,1,45,0,0,0,0,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
338,Solrock,Rock,Psychic,['Levitate'],90,95,85,55,65,70,460,76.66666667,14.33720878,3,Fast,800000,1,45,0,0,0,0,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
339,Barboach,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",50,48,43,46,41,60,288,48,6.137317547,3,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
340,Whiscash,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",110,78,73,76,71,60,468,78,15.41644144,3,Medium Fast,1000000,1,75,0,0,0,0,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
341,Corphish,Water,,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",43,80,65,50,35,35,308,51.33333333,16.39783183,3,Fluctuating,1640000,0,205,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,Water,Dark,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",63,120,85,90,55,55,468,78,23.23790008,3,Fluctuating,1640000,1,155,0,0,0,0,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
343,Baltoy,Ground,Psychic,['Levitate'],40,40,55,40,70,55,300,50,11.18033989,3,Medium Fast,1000000,0,255,0,0,0,0,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
344,Claydol,Ground,Psychic,['Levitate'],60,70,105,70,120,75,500,83.33333333,21.53807997,3,Medium Fast,1000000,1,90,0,0,0,0,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
345,Lileep,Rock,Grass,"['Storm Drain', 'Suction Cups']",66,41,77,61,87,23,355,59.16666667,21.52840501,3,Erratic,600000,0,45,0,0,0,0,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,Rock,Grass,"['Storm Drain', 'Suction Cups']",86,81,97,81,107,43,495,82.5,19.94784867,3,Erratic,600000,1,45,0,0,0,0,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,Rock,Bug,"['Battle Armor', 'Swift Swim']",45,95,50,40,50,75,355,59.16666667,19.45436255,3,Erratic,600000,0,45,0,0,0,0,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,Rock,Bug,"['Battle Armor', 'Swift Swim']",75,125,100,70,80,45,495,82.5,24.95829855,3,Erratic,600000,1,45,0,0,0,0,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
349,Feebas,Water,,"['Adaptability', 'Oblivious', 'Swift Swim']",20,15,20,10,55,80,200,33.33333333,25.44056254,3,Erratic,600000,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
350,Milotic,Water,,"['Competitive', 'Cute Charm', 'Marvel Scale']",95,60,79,100,125,81,540,90,20.2155056,3,Erratic,600000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform,Normal,,['Forecast'],70,70,70,70,70,70,420,70,0,3,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
352,Kecleon,Normal,,"['Color Change', 'Protean']",60,90,70,60,120,40,440,73.33333333,25.60381916,3,Medium Slow,1059860,1,200,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,Shuppet,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",44,75,35,63,33,45,295,49.16666667,15.08218228,3,Fast,800000,0,225,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Banette,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",64,115,65,83,63,65,455,75.83333333,18.81857829,3,Fast,800000,1,45,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Mega Banette,Ghost,,['Prankster'],64,165,75,93,83,75,555,92.5,33.59439437,6,Fast,800000,1,45,0,1,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
355,Duskull,Ghost,,"['Frisk', 'Levitate']",20,40,90,30,90,25,295,49.16666667,29.4981167,3,Fast,800000,0,190,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
356,Dusclops,Ghost,,"['Frisk', 'Pressure']",40,70,130,60,130,25,455,75.83333333,40.86733278,3,Fast,800000,0,90,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
357,Tropius,Grass,Flying,"['Chlorophyll', 'Harvest', 'Solar Power']",99,68,83,72,87,51,460,76.66666667,15.28252452,3,Slow,1250000,1,200,0,0,0,0,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
358,Chimecho,Psychic,,['Levitate'],75,50,80,95,90,65,455,75.83333333,15.11529762,3,Fast,800000,1,45,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
359,Absol,Dark,,"['Justified', 'Pressure', 'Super Luck']",65,130,60,75,60,75,465,77.5,24.28133714,3,Medium Slow,1059860,1,30,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
359,Mega Absol,Dark,,['Magic Bounce'],65,150,60,115,60,115,565,94.16666667,34.57078085,6,Medium Slow,1059860,1,30,0,1,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
360,Wynaut,Psychic,,"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,260,43.33333333,25.66883108,3,Medium Fast,1000000,0,125,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
361,Snorunt,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",50,50,50,50,50,50,300,50,0,3,Medium Fast,1000000,0,190,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Glalie,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",80,80,80,80,80,80,480,80,0,3,Medium Fast,1000000,1,75,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Mega Glalie,Ice,,['Refrigerate'],80,120,80,120,80,100,580,96.66666667,17.95054936,6,Medium Fast,1000000,1,75,0,1,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
363,Spheal,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",70,40,50,55,50,25,290,48.33333333,13.74368542,3,Medium Slow,1059860,0,255,0,0,0,0,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
364,Sealeo,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",90,60,70,75,70,45,410,68.33333333,13.74368542,3,Medium Slow,1059860,0,120,0,0,0,0,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
365,Walrein,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",110,80,90,95,90,65,530,88.33333333,13.74368542,3,Medium Slow,1059860,1,45,0,0,0,0,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
366,Clamperl,Water,,"['Rattled', 'Shell Armor']",35,64,85,74,55,32,345,57.5,19.29378138,3,Erratic,600000,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
367,Huntail,Water,,"['Swift Swim', 'Water Veil']",55,104,105,94,75,52,485,80.83333333,21.70573401,3,Erratic,600000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
368,Gorebyss,Water,,"['Hydration', 'Swift Swim']",55,84,105,114,75,52,485,80.83333333,23.19063508,3,Erratic,600000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
369,Relicanth,Water,Rock,"['Rock Head', 'Sturdy', 'Swift Swim']",100,90,130,45,65,55,485,80.83333333,29.07127257,3,Slow,1250000,1,25,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
370,Luvdisc,Water,,"['Hydration', 'Swift Swim']",43,30,55,40,65,97,330,55,21.82506205,3,Fast,800000,1,225,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
371,Bagon,Dragon,,"['Rock Head', 'Sheer Force']",45,75,60,40,30,50,300,50,14.43375673,3,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
372,Shelgon,Dragon,,"['Overcoat', 'Rock Head']",65,95,100,60,50,50,420,70,20.20725942,3,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
373,Salamence,Dragon,Flying,"['Intimidate', 'Moxie']",95,135,80,110,80,100,600,100,18.92969449,3,Slow,1250000,1,45,0,0,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
373,Mega Salamence,Dragon,Flying,['Aerilate'],95,145,130,120,90,120,700,116.6666667,19.0758719,6,Slow,1250000,1,45,0,1,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
374,Beldum,Steel,Psychic,"['Clear Body', 'Light Metal']",40,55,80,35,60,30,300,50,17.07825128,3,Slow,1250000,0,3,0,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
375,Metang,Steel,Psychic,"['Clear Body', 'Light Metal']",60,75,100,55,80,50,420,70,17.07825128,3,Slow,1250000,0,3,0,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Metagross,Steel,Psychic,"['Clear Body', 'Light Metal']",80,135,130,95,90,70,600,100,24.3241992,3,Slow,1250000,1,3,0,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Mega Metagross,Steel,Psychic,['Tough Claws'],80,145,150,105,110,110,700,116.6666667,24.09472049,6,Slow,1250000,1,3,0,1,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
377,Regirock,Rock,,"['Clear Body', 'Sturdy']",80,100,200,50,100,50,580,96.66666667,50.55250296,3,Slow,1250000,1,3,1,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,Ice,,"['Clear Body', 'Ice Body']",80,50,100,100,200,50,580,96.66666667,50.55250296,3,Slow,1250000,1,3,1,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,Steel,,"['Clear Body', 'Light Metal']",80,75,150,75,150,50,580,96.66666667,38.9087251,3,Slow,1250000,1,3,1,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
380,Latias,Dragon,Psychic,['Levitate'],80,80,90,110,130,110,600,100,18.25741858,3,Slow,1250000,1,3,1,0,0,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
380,Mega Latias,Dragon,Psychic,['Levitate'],80,100,120,140,150,110,700,116.6666667,23.57022604,6,Slow,1250000,1,3,1,1,0,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
381,Latios,Dragon,Psychic,['Levitate'],80,90,80,130,110,110,600,100,18.25741858,3,Slow,1250000,1,3,1,0,0,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
381,Mega Latios,Dragon,Psychic,['Levitate'],80,130,100,160,120,110,700,116.6666667,24.94438258,6,Slow,1250000,1,3,1,1,0,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
382,Kyogre,Water,,['Drizzle'],100,100,90,150,140,90,670,111.6666667,24.09472049,3,Slow,1250000,1,3,1,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
382,Primal Kyogre,Water,,['Primordial Sea'],100,150,90,180,160,90,770,128.3333333,36.24760528,6,Slow,1250000,1,3,1,1,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
383,Groudon,Ground,,['Drought'],100,150,140,100,90,90,670,111.6666667,24.09472049,3,Slow,1250000,1,3,1,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
383,Primal Groudon,Ground,Fire,['Desolate Land'],100,180,160,150,90,90,770,128.3333333,36.24760528,6,Slow,1250000,1,3,1,1,0,0,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
384,Rayquaza,Dragon,Flying,['Air Lock'],105,150,90,150,90,95,680,113.3333333,26.40496586,3,Slow,1250000,1,45,1,0,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
384,Mega Rayquaza,Dragon,Flying,['Delta Stream'],105,180,100,180,100,115,780,130,35.70714214,6,Slow,1250000,1,45,1,1,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
385,Jirachi,Steel,Psychic,['Serene Grace'],100,100,100,100,100,100,600,100,0,3,Slow,1250000,1,3,1,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
386,Deoxys Normal Form,Psychic,,['Pressure'],50,150,50,150,50,150,600,100,50,3,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Defense Form,Psychic,,['Pressure'],50,70,160,70,160,90,600,100,43.96968653,3,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Attack Form,Psychic,,['Pressure'],50,180,20,180,20,150,600,100,71.41428429,3,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Speed Form,Psychic,,['Pressure'],50,95,90,95,90,180,600,100,39.05124838,3,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
387,Turtwig,Grass,,"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,318,53,12.26104944,4,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
388,Grotle,Grass,,"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,405,67.5,18.16360831,4,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
389,Torterra,Grass,Ground,"['Overgrow', 'Shell Armor']",95,109,105,75,85,56,525,87.5,18.16360831,4,Medium Slow,1059860,1,45,0,0,0,0,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
390,Chimchar,Fire,,"['Blaze', 'Iron Fist']",44,58,44,58,44,61,309,51.5,7.566372975,4,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
